player_id,snapshot_week,sport,school,conference,ppg,apg,rpg,spg,bpg,mpg,fg_pct,three_pt_pct,ft_pct,injury_flag,games_played,program_tier,nil_valuation,nil_tier,conference_encoded,ppg_lag1,ppg_lag2,ppg_lag3,apg_lag1,apg_lag2,apg_lag3,rpg_lag1,rpg_lag2,rpg_lag3,spg_lag1,spg_lag2,spg_lag3,bpg_lag1,bpg_lag2,bpg_lag3,mpg_lag1,mpg_lag2,mpg_lag3,ppg_roll3,apg_roll3,rpg_roll3,spg_roll3,bpg_roll3,mpg_roll3,ppg_trend,apg_trend,rpg_trend,spg_trend,bpg_trend,mpg_trend,injury_penalty,ppg_delta,apg_delta,rpg_delta,spg_delta,bpg_delta,mpg_delta,momentum_score
P001,1,basketball,Ohio State,Big Ten,0.648739790108292,0.4656779238375603,-0.0370808815642014,-1.5630748681162727,-1.8743260254767455,-1.2915151833476262,0.6427844727999154,0.3480498025831114,0.3360238707633244,0,-1.5198481653647522,-0.2187349949663611,74293.54,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648739790108292,0.4656779238375603,-0.0370808815642014,-1.5630748681162727,-1.8743260254767455,-1.2915151833476262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P001,2,basketball,Ohio State,Big Ten,0.9136667079677276,0.6024810742011207,-0.2759271396266907,-1.1240088939263086,-1.3364221582140836,-1.3060148598267398,1.3232359726957594,0.3344572929141622,0.4234674647424602,0,-1.143088580494957,-0.2187349949663611,153708.81,2,2,0.648739790108292,0.0,0.0,0.4656779238375603,0.0,0.0,-0.0370808815642014,0.0,0.0,-1.5630748681162727,0.0,0.0,-1.8743260254767455,0.0,0.0,-1.2915151833476262,0.0,0.0,0.7812032490380099,0.5340794990193405,-0.15650401059544605,-1.3435418810212907,-1.6053740918454147,-1.298765021587183,0.2649269178594357,0.13680315036356044,-0.2388462580624893,0.43906597418996407,0.5379038672626619,-0.014499676479113655,0.0,0.2649269178594357,0.13680315036356044,-0.2388462580624893,0.43906597418996407,0.5379038672626619,-0.014499676479113655,1.1253539751340191
P001,3,basketball,Ohio State,Big Ten,0.4941990880236215,0.6024810742011207,0.0823422474670432,-0.9776535691963206,-1.0674702245827528,-1.6975061247628127,0.5389867863751254,0.2800872542383658,0.8716158838855301,0,-0.7663289956251625,-0.2187349949663611,170410.03,2,2,0.9136667079677276,0.648739790108292,0.0,0.6024810742011207,0.4656779238375603,0.0,-0.2759271396266907,-0.0370808815642014,0.0,-1.1240088939263086,-1.5630748681162727,0.0,-1.3364221582140836,-1.8743260254767455,0.0,-1.3060148598267398,-1.2915151833476262,0.0,0.6855351953665471,0.556880024079934,-0.07688859124128296,-1.2215791104129672,-1.4260728027578606,-1.4316787226457262,-0.07727035104233523,0.06840157518178022,0.059711564515622303,0.29271064945997605,0.4034279004469964,-0.20299547070759325,0.0,-0.41946761994410614,0.0,0.3582693870937339,0.14635532472998802,0.26895193363133085,-0.3914912649360729,-0.03738223942512625
P001,4,basketball,Ohio State,Big Ten,0.6708170332632453,0.5568800240799341,0.0524864652092319,-0.8312982444663324,-1.3364221582140836,-1.523510007013447,0.6889167778775999,-0.4403157582159375,0.6748677974324757,0,-0.3895694107553677,-0.2187349949663611,358388.24,3,2,0.4941990880236215,0.9136667079677276,0.648739790108292,0.6024810742011207,0.6024810742011207,0.4656779238375603,0.0823422474670432,-0.2759271396266907,-0.0370808815642014,-0.9776535691963206,-1.1240088939263086,-1.5630748681162727,-1.0674702245827528,-1.3364221582140836,-1.8743260254767455,-1.6975061247628127,-1.3060148598267398,-1.2915151833476262,0.6928942764181981,0.5872807241607252,-0.04703280898347187,-0.9776535691963207,-1.2467715136703068,-1.5090103305343332,-0.035323589047924625,0.02736063007271214,0.0626971427414034,0.23416851956798093,0.18826635354193166,-0.10874757359335356,0.0,0.17661794523962376,-0.04560105012118665,-0.029855782257811304,0.14635532472998825,-0.26895193363133085,0.17399611774936563,0.15256062170864884
P001,5,basketball,Ohio State,Big Ten,0.4500446017137158,0.7848852746858683,0.4107558523029658,-0.8312982444663324,-1.470898125029749,-1.219016800952057,1.1041075235767583,0.7014550539757881,0.4671892617320282,1,-0.3895694107553677,-0.2187349949663611,183976.98,2,2,0.6708170332632453,0.4941990880236215,0.9136667079677276,0.5568800240799341,0.6024810742011207,0.6024810742011207,0.0524864652092319,0.0823422474670432,-0.2759271396266907,-0.8312982444663324,-0.9776535691963206,-1.1240088939263086,-1.3364221582140836,-1.0674702245827528,-1.3364221582140836,-1.523510007013447,-1.6975061247628127,-1.3060148598267398,0.5383535743335275,0.6480821243223077,0.18186152165974698,-0.8800833527096618,-1.2915968359421952,-1.4800109775761054,-0.12142483735224116,0.050161155133305615,0.2030193193531158,0.10244872731099171,-0.06723798340783271,0.04349902943734141,1.0,-0.22077243154952947,0.22800525060593424,0.3582693870937339,0.0,-0.13447596681566543,0.3044932060613901,0.5355194453958634
P001,6,basketball,Ohio State,Big Ten,0.7370487627281038,0.7848852746858683,0.5301789813342106,-1.709430192846261,-1.2019461913984182,-0.8420252124950977,1.265570591348654,0.9868977570237198,0.7404504929168276,0,-0.0128098258855729,-0.2187349949663611,385376.48,3,2,0.4500446017137158,0.6708170332632453,0.4941990880236215,0.7848852746858683,0.5568800240799341,0.6024810742011207,0.4107558523029658,0.0524864652092319,0.0823422474670432,-0.8312982444663324,-0.8312982444663324,-0.9776535691963206,-1.470898125029749,-1.3364221582140836,-1.0674702245827528,-1.219016800952057,-1.523510007013447,-1.6975061247628127,0.6193034659016883,0.7088835244838902,0.33114043294880274,-1.1240088939263086,-1.3364221582140836,-1.1948506734868674,0.05077765925639175,0.0775217852060177,0.1701779588695236,-0.2195329870949821,-0.05379038672626617,0.28709359428645354,1.0,0.287004161014388,0.0,0.1194231290312448,-0.8781319483799286,0.26895193363133085,0.37699158845695935,0.17423886375399444
P001,7,basketball,Ohio State,Big Ten,1.2006708689821155,0.6024810742011207,-0.2759271396266907,-0.6849429197363444,-1.2019461913984182,-1.0160213302444634,1.507765193006497,-0.114095526161159,0.3688152185055003,0,0.3639497589842218,-0.2187349949663611,621955.73,4,2,0.7370487627281038,0.4500446017137158,0.6708170332632453,0.7848852746858683,0.7848852746858683,0.5568800240799341,0.5301789813342106,0.4107558523029658,0.0524864652092319,-1.709430192846261,-0.8312982444663324,-0.8312982444663324,-1.2019461913984182,-1.470898125029749,-1.3364221582140836,-0.8420252124950977,-1.219016800952057,-1.523510007013447,0.7959214111413117,0.7240838745242858,0.2216692313368286,-1.0752237856829792,-1.2915968359421952,-1.0256877812305394,0.18765656681709988,0.013680315036355995,-0.08658176854765229,-0.043906597418996454,0.06723798340783271,0.18994576187639106,1.0,0.4636221062540117,-0.1824042004847476,-0.8061061209609013,1.0244872731099166,0.0,-0.17399611774936574,0.32560294016891367
P001,8,basketball,Ohio State,Big Ten,2.116876459912663,0.7848852746858683,0.231621158756099,-0.5385875950063562,-1.0674702245827528,-1.219016800952057,1.2309713625403904,0.0354220801972813,0.510911058721596,0,0.7407093438540167,-0.2187349949663611,635788.52,4,2,1.2006708689821155,0.7370487627281038,0.4500446017137158,0.6024810742011207,0.7848852746858683,0.7848852746858683,-0.2759271396266907,0.5301789813342106,0.4107558523029658,-0.6849429197363444,-1.709430192846261,-0.8312982444663324,-1.2019461913984182,-1.2019461913984182,-1.470898125029749,-1.0160213302444634,-0.8420252124950977,-1.219016800952057,1.3515320305409606,0.7240838745242858,0.1619576668212063,-0.9776535691963205,-1.1571208691265298,-1.0256877812305394,0.5464117680850853,-0.01824042004847476,-0.13435102016015016,0.19026192214898452,0.12102837013409888,-0.017399611774936576,1.0,0.9162055909305475,0.1824042004847476,0.5075482983827897,0.14635532472998813,0.13447596681566543,-0.2029954707075936,1.683993910636145
P001,9,basketball,Ohio State,Big Ten,1.8409109204757512,0.6936831744434946,0.0226306829514208,-1.270364218656297,-1.2019461913984182,-1.0160213302444634,1.6461621082395503,0.2664947445694166,0.7185895944220436,0,1.117468928723811,-0.2187349949663611,922918.78,4,2,2.116876459912663,1.2006708689821155,0.7370487627281038,0.7848852746858683,0.6024810742011207,0.7848852746858683,0.231621158756099,-0.2759271396266907,0.5301789813342106,-0.5385875950063562,-0.6849429197363444,-1.709430192846261,-1.0674702245827528,-1.2019461913984182,-1.2019461913984182,-1.219016800952057,-1.0160213302444634,-0.8420252124950977,1.71948608312351,0.6936831744434945,-0.007225099306390293,-0.8312982444663325,-1.1571208691265296,-1.0836864871469947,0.42277920641734895,-0.009120210024237362,-0.10150965967655794,0.14635532472998802,0.013447596681566542,-0.07249838239556908,0.0,-0.2759655394369118,-0.09120210024237374,-0.20899047580467822,-0.7317766236499407,-0.13447596681566543,0.2029954707075936,-1.2394152352419763
P001,10,basketball,Ohio State,Big Ten,0.3948514938263335,0.1464705729892522,0.1420538119826653,-1.1240088939263086,-1.3364221582140836,-1.3205145363058537,1.0003098371519683,0.4296048605968062,0.543702406463772,0,1.4942285135936062,-0.2187349949663611,558530.24,4,2,1.8409109204757512,2.116876459912663,1.2006708689821155,0.6936831744434946,0.7848852746858683,0.6024810742011207,0.0226306829514208,0.231621158756099,-0.2759271396266907,-1.270364218656297,-0.5385875950063562,-0.6849429197363444,-1.2019461913984182,-1.0674702245827528,-1.2019461913984182,-1.0160213302444634,-1.219016800952057,-1.0160213302444634,1.4508796247382492,0.5416796740395384,0.13210188456339503,-0.9776535691963207,-1.2019461913984182,-1.1851842225007914,-0.2693423664904258,-0.14592336038779793,0.10449523790233899,-0.20489745462198336,-0.05379038672626617,-0.07104841474765773,0.0,-1.4460594266494178,-0.5472126014542424,0.11942312903124451,0.14635532472998825,-0.13447596681566543,-0.3044932060613903,-2.1664627472194833
